,INSTITUTION_NAME_ENCODED,GROUPBY_ENCODED,PROGRAM_AREA_ENCODED,PROGRAM_AREA_NAME_ENCODED,CREDENTIAL_ENCODED,RESPONDENTS,RESPONSE_RATE,AGE,FEMALE,MALE,Education_Satisfaction,Write_Clearly,Speak_Effectively,Work_Effectively,Critical_Thinking,Resolve_Issues,Self_Learning,Comprehension,Quality_Instruction,SELF_EMPLOYED,EMPLOY_FULL_TIME,JOB_PROGRAM_RELATED,USEFUL_PERFORM_JOB,IN_LABR_MKT,EMPLOYED,UNEMPLOYED,SALARY_WAGE,FURTH_STUDIES
1572,11,1,12,0,4,223.5,0.5,28.0,0.1644,0.8355,0.9067,0.7818,0.8,0.8492,0.9017,0.8755,0.8674,0.8977,0.932,0.0,0.9893,0.8747,0.9075,0.9764,0.9512,0.02,32.0,0.34395
1573,14,1,12,0,4,171.0,0.4803,30.0,0.0588,0.9411,0.9526,0.6764,0.75,0.8726,0.944,0.9207,0.8773,0.9518,0.9707,0.0,0.6599339999999999,0.9426,0.9363,0.9705,0.9235,0.0484,32.0,0.34395
1574,15,1,12,0,4,113.0,0.5022,28.0,0.0619,0.938,0.9646,0.7857,0.8674,0.8921,0.9459,0.9158,0.9065,0.9459,0.9823,0.0,0.6599339999999999,0.9444,0.9814,1.0,0.710523,0.0005960000000000001,38.75,0.34395
1575,18,1,12,0,4,70.0,0.5303,29.0,0.1,0.9,0.9402,0.7241,0.6764,0.9032,0.9538,0.875,0.7878,0.9242,0.9428,0.0,0.6666,0.95,0.9166,0.971,0.884,0.0895,32.0,0.34395
1576,20,1,12,0,4,223.5,0.4854,28.0,0.0576,0.9423,0.9482,0.7598,0.7757,0.8489,0.9085,0.875,0.8866,0.9291,0.9427,0.0,0.6599339999999999,0.914,0.9426,0.9863,0.9564,0.025,38.0,0.34395
1577,25,1,12,0,4,138.0,0.4119,25.0,0.0735,0.9264,0.9637,0.6875,0.7684,0.8968,0.9402,0.9076,0.9253,0.9022,0.9492,0.0,0.6599339999999999,0.8923,0.9461,0.9708,0.9492,0.0005960000000000001,32.0,0.34395
1578,11,3,10,21,4,70.0,0.4827,28.0,0.1142,0.8857,0.9857,0.8333,0.8571,0.8474,0.8823,0.897,0.9264,0.9117,0.971,0.0,1.0,0.7846,0.923,0.971,0.7177,0.0,35.0,0.34395
1579,11,3,11,14,4,32.0,0.5079,30.0,0.4375,0.5625,0.9032,0.54125,0.6521,0.9032,0.9062,0.7333,0.7241,0.9,0.9375,0.0,1.0,1.0,1.0,1.0,0.7177,0.0,31.17,0.34395
1580,14,3,5,5,4,56.0,0.5833,30.0,,0.31015000000000004,1.0,0.647,0.7058,0.9259,0.9454,0.9272,0.9464,0.9636,1.0,0.0,0.6666,0.9629,0.9629,0.9642,0.7177,0.0,32.0,0.34395
1581,14,3,7,8,4,51.0,0.3984,31.0,,0.31015000000000004,0.88,0.6428,0.6153,0.7555,0.9361,0.8913,0.851,0.9607,0.9411,0.0,0.6666,0.9302,0.8604,0.96,0.86,0.1041,31.25,0.34395
1582,14,3,8,13,4,18.0,0.4864,26.0,0.0,1.0,1.0,0.5714,0.6666,0.9444,0.8888,0.8333,0.7230750000000001,0.8235,0.8888,0.0,0.6666,0.8823,0.8823,1.0,0.7177,0.0,43.38,0.34395
1583,14,3,9,17,4,30.0,0.5084,33.0,0.0,1.0,0.9666,0.8823,0.96,0.9259,0.96,0.9655,0.9629,0.9642,1.0,0.0,1.0,1.0,1.0,1.0,0.7177,0.0,35.0,0.34395
1584,15,3,0,2,4,21.0,0.5675,31.0,,0.31015000000000004,0.9523,0.6875,0.8421,0.8947,1.0,0.95,0.9,0.9047,1.0,0.0,0.6666,1.0,0.9523,1.0,1.0,0.0,40.0,0.34395
1585,15,3,5,5,4,10.0,0.4545,32.0,,0.31015000000000004,1.0,0.75,0.75,1.0,1.0,1.0,0.8888,1.0,1.0,0.0,0.3299999999999999,0.8888,0.9,1.0,1.0,0.0,35.0,0.34395
1586,15,3,7,8,4,29.0,0.5576,31.0,,0.31015000000000004,0.931,0.8947,0.7727,0.7777,0.931,0.8965,0.8571,0.931,0.9655,0.0,1.0,0.9629,1.0,1.0,0.7177,0.0,37.25,0.34395
1587,15,3,8,13,4,38.0,0.4578,26.0,,0.31015000000000004,0.9736,0.7692,0.9677,0.9393,0.9459,0.921,0.9166,0.9459,0.9736,0.0,1.0,0.9729,1.0,1.0,0.7177,0.0,45.0,0.34395
1588,0,0,12,0,3,223.5,0.459,22.0,0.2429,0.757,0.9068,0.7744,0.8155,0.9086,0.9169,0.8949,0.8745,0.9346,0.9463,0.0,0.9245,0.7866,0.8753,0.9233,0.8156,0.1031,20.2,0.34395
1589,25,1,12,0,3,150.0,0.3521,23.0,0.131,0.8689,0.9256,0.7634,0.7843,0.8689,0.9246,0.8811,0.8848,0.9452,0.96,0.0,0.6599339999999999,0.8292,0.9,0.9172,0.8424,0.0751,23.0,0.34395
1590,26,1,12,0,3,223.5,0.4062,24.0,0.4901,0.5098,0.9047,0.8382,0.8841,0.9391,0.9186,0.8987,0.8945,0.9231,0.9635,0.0,0.8289,0.7635,0.8905,0.9253,0.8088,0.1041,18.0,0.34395
1591,27,1,12,0,3,223.5,0.4333,21.0,0.2991,0.7008,0.8549,0.6868,0.7654,0.8779,0.8698,0.8623,0.8409,0.917,0.9112,0.0,0.9353,0.7881,0.8701,0.9428,0.8466,0.0862,20.0,0.34395
1592,2,1,12,0,3,223.5,0.4743,22.0,0.072,0.9279,0.9088,0.7694,0.7923,0.8957,0.9237,0.8931,0.8673,0.941,0.9494,0.0,0.9545,0.8401,0.897,0.9228,0.8249,0.0908,21.45,0.34395
1593,5,1,12,0,3,133.0,0.436,21.0,0.3333,0.6666,0.9236,0.8,0.8349,0.8914,0.9147,0.874,0.8015,0.9457,0.9461,0.0,0.9024,0.7142,0.8202,0.8984,0.7099,0.167625,21.75,0.34395
1594,7,1,12,0,3,180.0,0.5294,20.0,0.2833,0.7166,0.8932,0.7878,0.7777,0.9022,0.9425,0.8882,0.8604,0.9479,0.9333,0.0,0.9361,0.6621,0.7972,0.9166,0.8277,0.0969,20.0,0.34395
1595,13,1,12,0,3,18.0,0.3829,28.0,,0.31015000000000004,0.9444,0.6923,0.8461,0.8235,0.9411,1.0,0.875,0.8888,0.8888,0.0,0.3299999999999999,0.5555,0.6666,0.8125,0.5294,0.0,18.75,0.34395
1596,16,1,12,0,3,223.5,0.461,22.0,0.2439,0.756,0.9148,0.7517,0.776,0.8966,0.8941,0.8983,0.8742,0.9347,0.9434,0.0,0.9537,0.7741,0.8728,0.9221,0.8231,0.1,20.0,0.34395
1597,0,4,0,2,3,223.5,0.4535,22.0,0.095,0.9049,0.9007,0.8188,0.8321,0.9323,0.9294,0.9182,0.9019,0.9321,0.9478,0.0,0.9366,0.7385,0.874,0.9432,0.841,0.0922,20.0,0.34395
1598,0,4,5,5,3,223.5,0.4809,20.0,0.1831,0.8168,0.9402,0.7591,0.8049,0.9269,0.9343,0.9046,0.8629,0.9568,0.9702,0.0,0.9409,0.7725,0.8871,0.9335,0.8303,0.1013,22.0,0.34395
1599,0,4,6,6,3,223.5,0.4392,24.0,0.6443,0.3556,0.8807,0.8074,0.8688,0.9197,0.9048,0.8847,0.8689,0.914,0.9415,0.0,0.8068,0.7575,0.8662,0.9219,0.7963,0.1168,17.25,0.34395
1600,0,4,7,8,3,223.5,0.467,21.0,0.1222,0.8777,0.9225,0.7429,0.7779,0.8853,0.9219,0.9014,0.8547,0.9483,0.9494,0.0,0.9598,0.8166,0.8594,0.8861,0.7842,0.1046,20.0,0.34395
1601,0,4,8,13,3,223.5,0.4708,23.0,0.0698,0.9301,0.8802,0.7321,0.7741,0.899,0.8992,0.8684,0.8527,0.9269,0.9275,0.0,0.9676,0.8248,0.8819,0.9484,0.8537,0.0878,24.0,0.34395
1602,0,4,9,17,3,209.0,0.4274,23.0,0.1009,0.899,0.9565,0.6946,0.7222,0.901,0.9362,0.8979,0.8542,0.935,0.9558,0.0,0.6599339999999999,0.8595,0.8988,0.9458,0.8695,0.0625,22.5,0.34395
1603,0,4,10,21,3,223.5,0.4619,22.0,0.1716,0.8283,0.9309,0.7608,0.8013,0.8816,0.9165,0.8953,0.8975,0.9529,0.9531,0.0,0.9597,0.8137,0.8937,0.905,0.7872,0.1209,24.0,0.34395
1604,0,4,11,15,3,89.0,0.6267,28.0,0.7078,0.2921,0.9204,0.6718,0.7878,0.9285,0.9024,0.8518,0.8915,0.8953,0.9325,0.0,0.9242,0.7857,0.826,0.9101,0.7865,0.1358,22.0,0.34395
1605,3,3,5,5,3,23.0,0.4339,27.0,0.2608,0.7391,0.9565,0.7272,0.8181,1.0,1.0,0.8181,0.9047,0.9545,0.9565,0.0,0.6666,0.7222,0.9444,0.909,0.7177,0.0,23.375,0.34395
1606,3,3,6,6,3,15.0,0.5357,27.0,0.3333,0.6666,1.0,0.7777,1.0,0.9285,1.0,1.0,1.0,0.9285,1.0,0.0,0.6666,1.0,0.923,0.9333,0.7177,0.0,17.5,0.34395
1607,3,3,7,8,3,55.0,0.5392,22.0,0.1481,0.8518,0.8148,0.5833,0.6842,0.82,0.7962,0.8545,0.8333,0.8846,0.8363,0.0,0.6666,0.7297,0.7567,0.8301,0.7169,0.1363,18.0,0.34395
1608,3,3,8,13,3,34.0,0.3953,28.0,0.1764,0.8235,0.75275,0.54125,0.5222125000000002,0.8181,0.8529,0.7058,0.7647,0.8181,0.8181,0.0,0.6666,0.6153,0.7692,1.0,0.8484,0.1515,24.25,0.34395
1609,3,3,9,17,3,33.0,0.452,30.0,0.3333,0.6666,0.8484,0.6315,0.6666,0.8214,0.8387,0.8275,0.75,0.8125,0.8787,0.0,1.0,0.8571,0.8928,0.9062,0.7177,0.0,24.0,0.34395
1610,3,3,10,21,3,33.0,0.5322,25.0,0.3636,0.6363,0.9375,0.7333,0.65,0.8484,0.8709,0.8709,0.9677,0.909,0.9393,0.0,0.6666,0.75,0.9166,0.9393,0.7575,0.167625,22.43,0.34395
1611,3,3,11,15,3,34.0,0.5396,27.0,0.7352,0.2647,0.8484,0.6842,0.7826,0.8823,0.8787,0.8,0.8125,0.7812,0.8529,0.0,0.6666,0.72,0.8333,0.9411,0.7352,0.167625,22.8,0.34395
1612,3,1,12,0,3,223.5,0.4854,26.0,0.3175,0.6824,0.8528,0.6323,0.7006,0.863,0.8722,0.8325,0.8488,0.8666,0.8836,0.0,0.9151,0.7443,0.8457,0.9126,0.786,0.1387,21.375,0.34395
1613,6,1,12,0,3,223.5,0.5318,20.0,0.136,0.8639,0.9365,0.8,0.8684,0.944,0.9451,0.9223,0.9061,0.9672,0.984,0.0,0.9442,0.7983,0.8852,0.9258,0.798,0.1324,21.0,0.34395
1614,11,1,12,0,3,47.0,0.4476,26.0,,0.31015000000000004,0.9574,0.8275,0.8666,0.9565,0.8888,0.8444,0.9347,0.909,0.9574,0.0,0.6666,0.8611,0.8055,0.9777,0.7826,0.167625,22.75,0.34395
1615,14,1,12,0,3,223.5,0.4808,22.0,0.1854,0.8145,0.9442,0.76,0.8402,0.918,0.9554,0.9435,0.892,0.9551,0.9678,0.0,0.947,0.7336,0.8402,0.9259,0.8097,0.1111,21.0,0.34395
1616,15,1,12,0,3,177.0,0.5583,21.0,0.2542,0.7457,0.9152,0.8064,0.8253,0.9425,0.9476,0.9235,0.9112,0.9235,0.92,0.0,0.9083,0.7762,0.9014,0.9239,0.8228,0.0886,22.0,0.34395
1617,18,1,12,0,3,155.0,0.5308,26.0,0.3354,0.6645,0.875,0.7848,0.7634,0.8881,0.9006,0.8684,0.859,0.965,0.9155,0.0,0.9115,0.7822,0.8442,0.9025,0.8051,0.1079,20.56,0.34395
1618,20,1,12,0,3,223.5,0.4971,21.0,0.1851,0.8148,0.9371,0.7424,0.8215,0.9353,0.9352,0.9277,0.8768,0.9491,0.957,0.0,0.9597,0.7832,0.8551,0.9212,0.8275,0.0886,22.0,0.34395
1619,11,3,8,13,3,25.0,0.4464,29.0,0.0,1.0,0.96,0.7333,0.7647,0.9166,0.8,0.75,0.875,0.8695,0.92,0.0,0.6666,0.95,0.9,1.0,0.7177,0.0,25.0,0.34395
1620,14,3,0,2,3,53.0,0.4108,20.0,0.0943,0.9056,0.9245,0.875,0.8648,0.9433,0.9622,0.9433,0.9622,1.0,0.9622,0.0,0.6666,0.738,0.9,0.96,0.8076,0.125,18.0,0.34395
1621,14,3,5,5,3,35.0,0.5468,23.0,0.1714,0.8285,0.9142,0.8,0.7916,0.8857,0.9428,0.8571,0.7714,0.9428,0.9428,0.0,0.6666,0.7241,0.8928,0.9696,0.7177,0.0,21.75,0.34395
1622,14,3,6,6,3,24.0,0.5333,20.0,0.2727,0.7272,1.0,0.8571,0.9,0.9583,1.0,0.9565,0.875,1.0,1.0,0.0,0.6666,0.8947,0.9473,0.8695,0.7177,0.0,16.5,0.34395
1623,14,3,7,8,3,53.0,0.4732,22.0,0.1509,0.849,0.9622,0.6129,0.8235,0.8867,0.9423,0.9811,0.9038,0.9433,0.9615,0.0,0.6666,0.6585,0.725,0.923,0.7735,0.1458,20.83,0.34395
1624,14,3,8,13,3,19.0,0.76,27.0,,0.31015000000000004,0.8947,0.7857,0.9166,0.9444,0.9473,0.9473,0.8947,0.8947,0.9473,0.0,1.0,0.75,0.8125,0.9473,0.7177,0.0,23.0,0.34395
1625,14,3,9,17,3,17.0,0.4358,27.0,,0.31015000000000004,1.0,0.6153,0.6666,0.8125,0.9411,0.9375,0.8823,0.9375,0.9375,0.0,1.0,0.7333,0.7333,0.8823,0.7177,0.0,24.0,0.34395
1626,14,3,10,21,3,50.0,0.4629,25.0,0.36,0.64,0.94,0.7692,0.8666,0.9555,0.9591,0.9591,0.9,0.9347,1.0,0.0,1.0,0.7297,0.8611,0.8979,0.7551,0.159,23.0,0.34395
1627,15,3,0,2,3,82.0,0.554,21.0,0.0975,0.9024,0.8902,0.8095,0.8035,0.9506,0.95,0.9375,0.8987,0.923,0.925,0.0,0.6666,0.8169,0.9154,0.9743,0.9,0.0,21.325,0.34395
1628,15,3,5,5,3,19.0,0.5588,19.0,0.3157,0.6842,1.0,0.8571,0.8,1.0,0.9473,0.9473,1.0,1.0,1.0,0.0,0.6666,0.8571,0.9285,0.8888,0.7368,0.0,23.2,0.34395
1629,15,3,6,6,3,33.0,0.6111,21.0,0.7878,0.2121,0.8181,0.6,0.8461,0.8181,0.8787,0.7812,0.8387,0.8064,0.8015249999999999,0.0,0.6666,0.5652,0.7826,0.8125,0.6969,0.0,16.0,0.34395
1630,15,3,7,8,3,14.0,0.5833,20.0,,0.31015000000000004,1.0,0.9166,0.7272,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.9285,0.7177,0.0,22.875,0.34395
1631,15,3,10,21,3,15.0,0.5172,19.0,,0.31015000000000004,1.0,1.0,1.0,1.0,1.0,1.0,0.8461,0.9333,0.9333,0.0,0.3299999999999999,0.7,0.8888,0.8666,0.6666,0.0,26.5,0.34395
1632,18,3,5,5,3,11.0,0.3548,26.0,,0.31015000000000004,0.8181,0.8888,0.75,0.9,0.909,0.8181,0.7230750000000001,1.0,0.9,0.0,0.3299999999999999,0.75,0.75,0.7332500000000001,0.7177,0.0,22.0,0.34395
1633,18,3,6,6,3,35.0,0.5303,23.0,0.7714,0.2285,0.75275,0.6666,0.72,0.909,0.8484,0.8235,0.7812,0.9666,0.8285,0.0,0.75,0.75,0.8148,0.9142,0.8,0.0,17.0,0.34395
1634,18,3,7,8,3,29.0,0.4915,25.0,0.2758,0.7241,0.9642,0.6666,0.6111,0.9285,0.8928,0.8928,0.8518,0.9642,0.8965,0.0,1.0,0.7619,0.85,0.862,0.7241,0.0,19.2,0.34395
1635,18,3,8,13,3,11.0,0.5789,25.0,,0.31015000000000004,0.909,0.8,0.625,0.9,1.0,0.7272,0.909,0.9,0.909,0.0,0.3299999999999999,0.875,1.0,0.9,0.7177,0.0,22.0,0.34395
1636,18,3,10,21,3,69.0,0.5897,28.0,0.1594,0.8405,0.9411,0.9166,0.9117,0.8548,0.9117,0.9117,0.913,0.9692,0.971,0.0,0.6666,0.7966,0.8474,0.942,0.855,0.0923,22.675,0.34395
1637,20,3,0,2,3,12.0,0.4615,20.0,,0.31015000000000004,0.9166,0.75,0.8,0.9166,0.8333,1.0,0.909,0.9,1.0,0.0,1.0,0.6,0.8,0.8333,0.7177,0.0,27.0,0.34395
1638,20,3,5,5,3,31.0,0.5636,20.0,0.2903,0.7096,0.9354,0.7368,0.8571,0.9655,0.9655,0.9285,0.8333,0.9677,0.9354,0.0,1.0,0.64,0.8,1.0,0.7177,0.0,20.0,0.34395
1639,20,3,6,6,3,23.0,0.5609,23.0,0.2173,0.7826,0.913,0.6923,0.75,0.9545,0.8181,0.909,0.8181,0.9523,0.9545,0.0,0.6666,0.9047,0.9047,1.0,0.7177,0.0,18.5,0.34395
1640,20,3,7,8,3,63.0,0.45,20.0,0.1587,0.8412,1.0,0.8387,0.9062,0.9473,0.9836,0.983,0.8474,1.0,1.0,0.0,0.6666,0.8085,0.875,0.8709,0.7619,0.1111,20.0,0.34395
1641,20,3,8,13,3,134.0,0.5056,21.0,0.0746,0.9253,0.8947,0.6973,0.7586,0.9365,0.9248,0.9242,0.8854,0.9153,0.9253,0.0,0.6599339999999999,0.7964,0.8648,0.9457,0.856,0.0737,23.0,0.34395
1642,20,3,10,21,3,53.0,0.438,20.0,0.1698,0.8301,0.9433,0.8076,0.862,0.8775,0.9615,0.88,0.9183,0.9607,0.9615,0.0,0.6666,0.7857,0.9,0.8846,0.7924,0.0,21.0,0.34395
1643,20,3,11,15,3,28.0,0.7,25.0,0.7142,0.2857,1.0,0.6666,0.8947,0.9583,0.9166,0.875,0.88,0.9629,1.0,0.0,0.6666,0.7619,0.7142,0.8571,0.75,0.0,20.84,0.34395
1644,2,3,0,2,3,223.5,0.4758,22.0,0.0542,0.9457,0.8629,0.7836,0.7771,0.9112,0.9162,0.9062,0.8795,0.9202,0.941,0.0,0.9237,0.7731,0.8813,0.9613,0.8591,0.0954,20.0,0.34395
1645,2,3,5,5,3,71.0,0.5071,19.0,0.0985,0.9014,0.9714,0.7555,0.9056,0.9436,0.9571,0.9117,0.9571,0.9264,1.0,0.0,0.6666,0.836,0.9,0.9552,0.897,0.0,22.0,0.34395
1646,2,3,7,8,3,223.5,0.4484,21.0,0.0554,0.9445,0.9301,0.7695,0.7984,0.885,0.9323,0.8843,0.8485,0.9551,0.975,0.0,0.9461,0.8703,0.881,0.8739,0.764,0.1081,20.0,0.34395
1647,2,3,8,13,3,177.0,0.4971,25.0,0.0508,0.9491,0.8971,0.7758,0.7933,0.8622,0.9085,0.8728,0.847,0.9428,0.9152,0.0,0.6599339999999999,0.8648,0.9328,0.9482,0.8579,0.0848,23.045,0.34395
1648,2,3,9,17,3,79.0,0.4647,22.0,,0.31015000000000004,1.0,0.6875,0.7678,0.9722,0.974,0.923,0.9078,0.9866,0.987,0.0,1.0,0.9104,0.9253,0.9729,0.8717,0.0,22.0,0.34395
1649,2,3,10,21,3,223.5,0.4893,22.0,0.134,0.8659,0.9166,0.7637,0.7865,0.872,0.9107,0.8838,0.8507,0.9438,0.9275,0.0,0.6599339999999999,0.8755,0.9082,0.8888,0.7992,0.0875,25.0,0.34395
1650,5,3,5,5,3,15.0,0.5172,26.0,,0.31015000000000004,0.8666,0.8888,0.8,0.9333,1.0,0.923,0.8,0.8666,1.0,0.0,1.0,0.75,0.8333,0.8666,0.7177,0.0,25.75,0.34395
1651,5,3,6,6,3,59.0,0.4796,22.0,0.6271,0.3728,0.8947,0.7894,0.8518,0.8965,0.875,0.8214,0.7627,0.909,0.9107,0.0,0.6666,0.6857,0.8181,0.9444,0.614,0.167625,19.735,0.34395
1652,5,3,7,8,3,13.0,0.619,20.0,,0.31015000000000004,1.0,0.8,0.6,0.8333,0.923,0.923,0.9166,1.0,1.0,0.0,0.6666,0.7272,0.6363,0.923,0.7177,0.0,22.0,0.34395
1653,5,3,8,13,3,22.0,0.3793,20.0,,0.31015000000000004,0.9545,0.875,0.8666,0.8181,0.9545,0.909,0.7272,1.0,0.909,0.0,0.6666,0.8,0.9375,0.8181,0.7272,0.0,27.5,0.34395
1654,5,3,10,21,3,15.0,0.2777,19.0,0.0,1.0,0.9333,0.6,0.8333,0.9285,0.8666,0.8571,0.8571,1.0,1.0,0.0,1.0,0.6,0.8,0.8666,0.7177,0.0,32.0,0.34395
1655,7,3,0,2,3,15.0,0.4687,21.0,,0.31015000000000004,1.0,0.8,0.7692,1.0,0.8666,0.8571,0.9285,1.0,0.8666,0.0,0.6666,0.7142,0.8571,0.9333,0.7177,0.0,18.875,0.34395
1656,7,3,5,5,3,23.0,0.5227,21.0,,0.31015000000000004,0.9565,0.8181,0.9333,1.0,1.0,0.9545,0.8695,0.9565,1.0,0.0,0.6666,0.8235,0.8823,0.9565,0.7826,0.0,20.0,0.34395
1657,7,3,6,6,3,38.0,0.745,19.0,0.7631,0.2368,0.75275,0.8,0.7096,0.7837,0.8787,0.7352,0.7647,0.8285,0.8015249999999999,0.0,0.6666,0.5151,0.606,0.921,0.8684,0.0,16.5,0.34395
1658,7,3,7,8,3,43.0,0.5375,21.0,0.2558,0.7441,0.9761,0.7619,0.7391,0.925,1.0,1.0,0.9024,0.9756,1.0,0.0,0.6666,0.5806,0.8387,0.8372,0.7209,0.1388,19.0,0.34395
1659,7,3,8,13,3,34.0,0.4594,19.0,0.147,0.8529,0.9705,0.75,0.76,0.9393,0.909,0.875,0.8529,0.9696,1.0,0.0,0.6666,0.7,0.8333,0.9411,0.7177,0.0,23.95,0.34395
1660,25,3,0,2,3,34.0,0.3333,21.0,0.1935,0.8064,0.9375,0.8333,0.8333,0.8823,0.909,0.8787,0.8437,0.9375,0.9705,0.0,0.6666,0.7407,0.8076,1.0,0.8181,0.1562,21.0,0.34395
1661,25,3,6,6,3,12.0,0.4615,25.0,0.4166,0.5833,1.0,0.75,1.0,1.0,1.0,1.0,0.8333,1.0,1.0,0.0,1.0,0.8,0.9,1.0,0.7177,0.0,18.0,0.34395
1662,25,3,7,8,3,24.0,0.3287,25.0,,0.31015000000000004,0.9166,0.8571,0.6875,0.826,0.9166,0.826,0.909,0.9166,0.9583,0.0,1.0,0.85,0.8,0.8695,0.7177,0.0,21.0,0.34395
1663,25,3,8,13,3,39.0,0.4148,23.0,,0.31015000000000004,0.8717,0.7407,0.8275,0.8947,0.923,0.8461,0.8648,0.921,0.923,0.0,0.6666,0.7931,0.9642,0.8157,0.7631,0.0,28.0,0.34395
1664,25,3,10,21,3,24.0,0.3,23.0,,0.31015000000000004,1.0,0.8888,0.8,0.8571,0.9523,0.9473,1.0,0.9565,1.0,0.0,1.0,0.9523,0.95,0.9166,0.7177,0.0,28.0,0.34395
1665,26,3,0,2,3,204.0,0.3834,23.0,0.0492,0.9507,0.9356,0.8876,0.9255,0.9651,0.96,0.93,0.9444,0.954,0.9704,0.0,0.9455,0.7222,0.895,0.9222,0.8232,0.0842,18.75,0.34395
1666,26,3,6,6,3,223.5,0.4158,25.0,0.6554,0.3445,0.8952,0.8262,0.8733,0.9288,0.9089,0.8913,0.8858,0.9113,0.9608,0.0,0.7816,0.7671,0.8896,0.9202,0.7972,0.1114,17.0,0.34395
1667,26,3,8,13,3,71.0,0.3796,23.0,,0.31015000000000004,0.9154,0.8039,0.875,0.9714,0.8985,0.8857,0.845,0.9558,0.9718,0.0,0.6666,0.8387,0.887,0.9857,0.8873,0.0869,28.0,0.34395
1668,27,3,0,2,3,62.0,0.4558,20.0,0.1475,0.8524,0.8245,0.7727,0.7872,0.9,0.8688,0.8852,0.8524,0.8793,0.8852,0.0,0.6666,0.5217,0.8181,0.8793,0.7966,0.0,20.0,0.34395
1669,27,3,5,5,3,67.0,0.4161,19.0,0.1641,0.8358,0.9393,0.7804,0.7608,0.8955,0.8615,0.8939,0.803,0.9402,0.9552,0.0,0.6666,0.8333,0.9074,0.9531,0.8307,0.1147,20.39,0.34395
1670,27,3,6,6,3,118.0,0.3843,21.0,0.6724,0.3275,0.8869,0.7343,0.8811,0.9035,0.8869,0.8782,0.8508,0.9259,0.9237,0.0,0.8837,0.7473,0.8191,0.9292,0.8421,0.0857,18.26,0.34395
1671,27,3,7,8,3,58.0,0.4393,23.0,0.109,0.8909,0.8275,0.619,0.7021,0.807,0.9285,0.8947,0.8545,0.9482,0.931,0.0,0.6666,0.9038,0.9423,0.9821,0.9122,0.0,18.565,0.34395
1672,27,3,8,13,3,85.0,0.497,23.0,0.0588,0.9411,0.756,0.6065,0.6849,0.8536,0.8192,0.7804,0.7654,0.869,0.8588,0.0,0.6666,0.8918,0.8513,0.9879,0.8823,0.0853,24.41,0.34395
1673,27,3,10,21,3,58.0,0.3866,20.0,0.228,0.7719,0.8596,0.5833,0.6969,0.849,0.8392,0.8421,0.875,0.9285,0.8947,0.0,0.6666,0.738,0.9069,0.9259,0.7857,0.12,24.0,0.34395
1674,27,3,11,15,3,27.0,0.6923,28.0,0.6666,0.3333,0.9259,0.6666,0.7083,0.9615,0.92,0.8888,1.0,0.9629,0.9629,0.0,0.6666,0.875,0.9166,0.9259,0.7177,0.0,22.0,0.34395
1675,6,3,0,2,3,45.0,0.6716,20.0,0.1777,0.8222,0.9333,0.7241,0.8888,0.9772,0.9534,0.9111,0.9111,0.9333,0.9777,0.0,0.6666,0.6363,0.8181,0.8837,0.7674,0.1315,18.8,0.34395
1676,6,3,5,5,3,44.0,0.5301,20.0,0.1363,0.8636,1.0,0.7777,0.8484,0.9545,0.9767,0.9047,0.8604,1.0,1.0,0.0,0.6666,0.8,0.9677,0.9069,0.7441,0.167625,22.0,0.34395
1677,6,3,6,6,3,15.0,0.4545,21.0,0.4666,0.5333,0.9333,0.8,0.9285,0.9285,1.0,1.0,1.0,1.0,1.0,0.0,0.6666,0.8461,1.0,0.9333,0.7177,0.0,16.0,0.34395
1678,6,3,7,8,3,55.0,0.5238,19.0,0.1296,0.8703,0.909,0.8181,0.8536,0.9454,0.9636,0.9245,0.8301,0.9636,0.9444,0.0,0.6666,0.8297,0.9148,0.9454,0.8727,0.0,18.6,0.34395
1679,6,3,8,13,3,84.0,0.5121,20.0,,0.31015000000000004,0.9156,0.8148,0.85,0.9397,0.9156,0.9166,0.9036,0.975,1.0,0.0,0.6666,0.791,0.8059,0.9506,0.8292,0.1168,23.45,0.34395
1680,6,3,9,17,3,15.0,0.5555,21.0,,0.31015000000000004,1.0,1.0,0.875,1.0,1.0,0.8666,1.0,1.0,1.0,0.0,0.3299999999999999,0.8181,1.0,0.8666,0.7177,0.0,21.5,0.34395
1681,6,3,10,21,3,59.0,0.5042,20.0,0.1525,0.8474,0.931,0.8,0.8888,0.8979,0.9107,0.9464,0.9649,0.9464,0.9827,0.0,0.6666,0.8809,0.9047,0.931,0.7288,0.167625,25.0,0.34395
1682,16,3,9,17,3,43.0,0.3873,23.0,,0.31015000000000004,0.9302,0.6551,0.625,0.8,0.9047,0.8648,0.75,0.878,0.9512,0.0,0.6666,0.8285,0.8571,0.9534,0.8139,0.1463,22.0,0.34395
1683,16,3,10,21,3,82.0,0.427,22.0,0.1951,0.8048,0.939,0.6,0.65,0.8933,0.921,0.8815,0.9487,0.9873,0.9878,0.0,0.6666,0.7301,0.8888,0.8888,0.7777,0.125,22.75,0.34395
1684,3,2,5,5,3,23.0,0.4339,27.0,0.2608,0.7391,0.9565,0.7272,0.8181,1.0,1.0,0.8181,0.9047,0.9545,0.9565,0.0,0.6666,0.7222,0.9444,0.909,0.7177,0.0,23.375,0.34395
